gas,parameter_code,parameter_name,methodology_name,gpc_refno,year,formula_input_value,formula_input_units,formula_name,metadata,region,actor_id,datasource,rnk,methodology_id,formulainput_id
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,KM,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,13450fd0-c931-4461-b3d1-fdf0fe5561e7
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,NE,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2737d645-cb19-447b-96c4-a844e1aae7b7
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,RW,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,ddb0248b-4804-490a-8863-0c699c509521
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,SO,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,20ccc1b2-ee00-4bf8-bb34-e1e8c1549e43
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,TD,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2fa74646-dc50-4fe9-b7a9-b5d07023c554
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,TT,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,391ac796-5488-4ba6-9ebe-9b22a9deea87
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,d869a95f-9fcb-4c21-9a89-9e4e0d04cb3e
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,AO,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,39433c41-dc3b-47db-bdd3-72946ce2732e
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,CD,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,4dcc177b-c3e9-49dd-91f5-ad0f99dc113e
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,TZ,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,0307564a-d656-4f44-a1df-ab6d70b845a9
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,IL,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,97be3db3-ddfa-4cf6-b8ab-bf18d7476114
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,KR,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,6409a7bd-1d76-4436-9d9a-f84a488c4220
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,TH,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,32b102f7-1350-4322-a1b6-7eaf8d313f46
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,BZ,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,c0052560-48d7-44ed-9f22-acde8d305525
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,JM,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,54bbc4fb-eb34-4a6e-be03-324f10c0ecdf
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.75,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,LA,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8dca09d9-cfa8-41bb-bd96-d71ad053bc75
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.75,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,MY,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c6b50250-f62f-41b6-a624-7be51e96f699
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.75,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,NP,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,51cced4a-52dc-4e94-911a-077d8c92244b
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,MU,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,b81f2503-d0e5-4705-8ac7-490046d00c9a
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,ZM,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,eec01620-e2f7-4c4e-a034-43157a0117a4
CH4,MCF,methane-correction-factor,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,PY,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,9f31cc9c-0858-43cd-9999-252cdb5b4c9b
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.1,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-untreated"",""treatment-type"":""discharge-pathway-sea-river-lake""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,be5acfbf-30c9-46ed-9218-6e06b5e7b30e
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.2,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-shallow-lagoon""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,2408c7da-aa3b-4dbb-bc33-968940619d9e
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,BF,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,ef398ae1-5130-40f9-b9cc-b2ee258e0568
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,153f24eb-3f91-4435-b1bd-13d35610564a
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Africa,NG,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,2ef1e4c5-9a61-4687-8156-4dddd93d4f1c
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,BD,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,f369f479-4e7c-4559-abc0-e660fe146a7f
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Asia,SY,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,22b135da-8187-4c81-8bd1-67e3424b16f1
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,BR,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,db18e08d-5950-409f-8d12-bbf23609c836
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,CR,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,19cc972a-8f4a-48b6-a20a-95cd9233310b
CH4,MCF,methane-correction-factor,wastewater-outside-industrial-calculator-activity,III.4.2,,0.9,fraction,domestic-wastewater,"{""treatment-status"":""treatment-status-type-wastewater-treated"",""treatment-type"":""treatment-type-anaerobic-reactor""}",Region: Latin America And Caribbean,GD,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,a747a4bf-9a7b-4cd5-88cc-efa41753e54e
CH4,Wi,wastewater-generation,wastewater-inside-industrial-calculator-activity,III.4.1,,21.0,m3/tonne,industrial-wastewater,"{""industry_type"":""industry-type-vegetables-fruits-juices""}",world,world,IPCC,1,a6c1fa15-4405-3900-b649-966c8c7aeae6,46504e51-ad0e-482e-ba14-6a62d38fac85
CH4,Wi,wastewater-generation,wastewater-outside-industrial-calculator-activity,III.4.2,,0.75,m3/tonne,industrial-wastewater,"{""industry_type"":""industry-type-petroleum-refineries""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,ff98fd2a-6777-42fa-90c6-f80339c939a9
CH4,Wi,wastewater-generation,wastewater-outside-industrial-calculator-activity,III.4.2,,1.6,m3/tonne,industrial-wastewater,"{""industry_type"":""industry-type-vegetable-oils""}",Region: Generic,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,0e18ea7b-5f9b-4337-ada7-86dedd7e857a
CH4,Wi,wastewater-generation,wastewater-outside-industrial-calculator-activity,III.4.2,,13.0,m3/tonne,industrial-wastewater,"{""industry_type"":""industry-type-fish-processing""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,bb7163eb-becf-4475-b435-50670a49facd
CH4,Wi,wastewater-generation,wastewater-outside-industrial-calculator-activity,III.4.2,,24.0,m3/tonne,industrial-wastewater,"{""industry_type"":""industry-type-alcohol-refining""}",world,world,IPCC,1,946471de-43e5-39f4-ae8a-befa344bfaee,ec5092b6-dfe0-49da-97ec-21246bbdc204
CH4,dmi,dry-matter-content,incineration-waste-inboundary-methodology,III.3.1,,1.0,fraction,incineration-waste,"{""waste-type"":""waste-type-glass""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,3cc020f2-7420-48c7-9815-d8805df65565
CH4,dmi,dry-matter-content,incineration-waste-inboundary-methodology,III.3.3,,1.0,fraction,incineration-waste,"{""waste-type"":""waste-type-metal""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,6c40b6a9-9eba-4c78-a1cc-ddad99a9b405
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.1,,0.0,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-low-income""}",Australia and New Zealand,AU,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,3e4b0eb9-8052-40ea-b667-edebe200d823
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.1,,0.06,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",Bangladesh,BD,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,f52fbf9b-88c5-4b66-9680-3c294ccc1bca
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.1,,0.12,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",Indonesia,ID,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,787322d2-1ab9-4407-985d-9ac1c0702269
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.1,,0.38,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-low-income""}",Nigeria,NG,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,e93bb779-daed-40e6-b573-7c6c0d209961
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.1,,0.8,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",Japan,JP,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,1e7c785e-7e4b-4504-bc0d-3bc2c5e2dbd9
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.3,,0.12,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",South Africa,ZA,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,db182310-74ed-4652-9b3b-35bcf8e5f927
CH4,Ui,utilization,wastewater-inside-domestic-calculator-activity,III.4.3,,0.25,fraction,domestic-wastewater,"{""income-group"":""income-group-type-rural""}",Mexico,MX,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,d2f25387-f47e-4988-ba6c-31702d134b94
CH4,Ui,utilization,wastewater-outside-domestic-calculator-activity,III.4.2,,0.1,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",Nigeria,NG,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,26c611b8-8192-40aa-bf2b-042ceff587be
CH4,Ui,utilization,wastewater-outside-domestic-calculator-activity,III.4.2,,0.27,fraction,domestic-wastewater,"{""income-group"":""income-group-type-rural""}",Russian Federation,RU,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,563e3220-ba0a-4f14-bf25-863f972274d2
CH4,Ui,utilization,wastewater-outside-domestic-calculator-activity,III.4.2,,0.57,fraction,domestic-wastewater,"{""income-group"":""income-group-type-rural""}",Egypt,EG,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3bba738b-1857-492e-83c8-fa21e3646d84
CH4,Ui,utilization,wastewater-outside-domestic-calculator-activity,III.4.2,,0.62,fraction,domestic-wastewater,"{""income-group"":""income-group-type-rural""}",Kenya,KE,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,78b9285d-7343-4e77-8fac-4f64ace016c7
CH4,Ui,utilization,wastewater-outside-domestic-calculator-activity,III.4.2,,0.8,fraction,domestic-wastewater,"{""income-group"":""income-group-type-urban-high-income""}",Canada,CA,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,5783e900-ad81-4638-833c-8c858e3131d1
CH4,wc,water-content,incineration-waste-inboundary-methodology,III.3.1,,0.0,fraction,incineration-waste,"{""waste-type"":""waste-type-plastics""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,9e5774f7-481f-4fe4-9e77-2107807f5b7d
CH4,wc,water-content,incineration-waste-outboundary-methodology,III.3.2,,0.6,fraction,incineration-waste,"{""waste-type"":""waste-type-food""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,b67aa083-d087-43ba-860d-b2d2829a125e
CO2,CFi,fraction-of-carbon,incineration-waste-inboundary-methodology,III.3.1,,0.5,fraction,incineration-waste,"{""waste-type"":""waste-type-hazardous""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,d996cd78-1629-44eb-97ca-7d38bea44d9c
CO2,CFi,fraction-of-carbon,incineration-waste-inboundary-methodology,III.3.1,,0.5,fraction,incineration-waste,"{""waste-type"":""waste-type-industrial""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,5c82e094-8122-43d1-ab95-829316b0bd60
CO2,CFi,fraction-of-carbon,incineration-waste-inboundary-methodology,III.3.3,,0.5,fraction,incineration-waste,"{""waste-type"":""waste-type-wood""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,8f948fbd-a4dc-495f-9ca2-84f61ab9087f
CO2,CFi,fraction-of-carbon,incineration-waste-inboundary-methodology,III.3.3,,0.8,fraction,incineration-waste,"{""waste-type"":""waste-type-plastics""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,c07571f9-a7c0-4afb-bf69-de7117b16032
CO2,CFi,fraction-of-carbon,incineration-waste-outboundary-methodology,III.3.2,,0.4,fraction,incineration-waste,"{""waste-type"":""waste-type-clinical""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,3596fe3d-bb62-4123-9bb5-e2cd1f1e33c9
CO2,CFi,fraction-of-carbon,incineration-waste-outboundary-methodology,III.3.2,,0.415,fraction,incineration-waste,"{""waste-type"":""waste-type-muncipal-solid-waste""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,544250ee-f4fd-4400-9526-4204aa8697fc
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-inboundary-methodology,III.3.1,,1.0,fraction,incineration-waste,"{""waste-type"":""waste-type-other-inert""}",Republic of Korea,KR,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,9dce2604-ece7-47a6-8a5c-bda8a3616493
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-inboundary-methodology,III.3.3,,0.25,fraction,incineration-waste,"{""waste-type"":""waste-type-clinical""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,f4c2f36c-f0e7-406e-976b-98919bd774ca
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-inboundary-methodology,III.3.3,,0.999,fraction,incineration-waste,"{""waste-type"":""waste-type-plastics""}",Republic of Korea,KR,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,bc9db8e1-2536-4c9e-8fc8-84091767d0a2
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-inboundary-methodology,III.3.3,,1.0,fraction,incineration-waste,"{""waste-type"":""waste-type-other-inert""}",Republic of Korea,KR,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,65b44422-2aa6-4d10-8005-ff547153777d
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-outboundary-methodology,III.3.2,14.0,0.096,fraction,incineration-waste,"{""waste-type"":""waste-type-paper""}",Japan,JP,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,4344c8b4-3386-4f38-bc91-7b3724959503
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-outboundary-methodology,III.3.2,,0.9,fraction,incineration-waste,"{""waste-type"":""waste-type-industrial""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,23a3f8c1-bd7b-44f8-8e23-14f9e5200a4c
CO2,FCFi,fraction-of-fossil-carbon,incineration-waste-outboundary-methodology,III.3.2,,0.933,fraction,incineration-waste,"{""waste-type"":""waste-type-nappies""}",Republic of Korea,KR,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,052055d7-c56a-48c1-ace4-c25df7bd4e3b
CO2,dmi,dry-matter-content,incineration-waste-inboundary-methodology,III.3.3,,0.4,fraction,incineration-waste,"{""waste-type"":""waste-type-garden""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,758b2c08-9482-4044-9268-52a29c8cffe3
CO2,dmi,dry-matter-content,incineration-waste-outboundary-methodology,III.3.2,,0.4,fraction,incineration-waste,"{""waste-type"":""waste-type-food""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,4e7f99df-fe3a-440e-97a6-60b5f9be6943
CO2,wc,water-content,incineration-waste-inboundary-methodology,III.3.1,,0.1,fraction,incineration-waste,"{""waste-type"":""waste-type-food""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,911da75a-2437-47ca-9a72-93dae6731d99
CO2,wc,water-content,incineration-waste-outboundary-methodology,III.3.2,,0.2,fraction,incineration-waste,"{""waste-type"":""waste-type-textiles""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,b71e29f6-2d15-44e6-9fc4-8190d6c46854
N2O,dmi,dry-matter-content,incineration-waste-inboundary-methodology,III.3.3,,1.0,fraction,incineration-waste,"{""waste-type"":""waste-type-metal""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,bb1117db-30be-499b-8c26-bd0aaa87fff8
N2O,wc,water-content,incineration-waste-inboundary-methodology,III.3.1,,0.1,fraction,incineration-waste,"{""waste-type"":""waste-type-food""}",world,world,IPCC,1,e4508774-ab32-3827-aa3a-8cdf9d943631,cca60fd5-c2d7-4198-ac7c-099ebf2b2a1d
N2O,wc,water-content,incineration-waste-outboundary-methodology,III.3.2,,0.16,fraction,incineration-waste,"{""waste-type"":""waste-type-industrial""}",world,world,IPCC,1,1476388c-6b05-3514-ac87-78236ecc6416,1928f3e4-1b59-4ad0-a569-d1624f325acf
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.1,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,AO,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,f2660350-9e34-4891-9016-d4ff26804eb8
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.1,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,GM,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,02fb63c0-2dcf-4cce-bc65-aa8f71dfdbb1
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.1,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,KM,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,664e996e-3834-4bb1-bf7f-66ba0b3b5de6
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.1,14.0,37.0,g/person/day,domestic-wastewater,,Africa,BJ,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,30b82c00-af7a-448a-b9a0-707e04282ee7
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.1,14.0,37.0,g/person/day,domestic-wastewater,,Africa,LR,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,ba0b1b6e-a209-4742-a2a5-1a2175145999
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.3,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,22e0bc01-f094-4ac4-9b9a-b6c164d4e8ec
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.3,14.0,37.0,g/person/day,domestic-wastewater,,Africa,ML,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,e156b7c6-3f4f-49a7-bc3e-1a14662ef144
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.3,14.0,37.0,g/person/day,domestic-wastewater,,Africa,NE,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,1cd398de-d797-48fe-a810-87933889a397
CH4,BOD,degradable-organic-component,wastewater-inside-domestic-calculator-activity,III.4.3,14.0,50.0,g/person/day,domestic-wastewater,,Brazil,BR,IPCC,1,4025beed-cbe5-301d-8cd6-f706531cba42,a8ce8909-b0bb-425b-8fb7-706d37eeea9a
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8763dca7-1a78-47b2-a6b2-99bd7415f580
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,NE,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0ba567ce-7d3d-41cd-afab-0861c81a7193
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,SO,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2d61ab59-eef8-42b7-975e-442be5c119d3
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,94.0,13.505,g/person/day,domestic-wastewater,,Region: Africa,TN,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,24210a60-a05e-4427-ba24-ca467981b021
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,14.0,37.0,g/person/day,domestic-wastewater,,Africa,EH,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,898c0bf2-a8f8-4b33-8446-ceff54b398b6
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,14.0,37.0,g/person/day,domestic-wastewater,,Africa,GH,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,cb9cbd0e-3757-4abf-9174-04170a2a8551
CH4,BOD,degradable-organic-component,wastewater-outside-domestic-calculator-activity,III.4.2,14.0,37.0,g/person/day,domestic-wastewater,,Africa,MG,IPCC,1,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d9efaeb7-7ad6-40fb-8d55-b3ad89742cc7
