"Inventory Reference","GPC Reference Number","Subsector name","Notation Key","Total Emissions","Total Emission Units","Activity type","Activity Value","Activity Units","Emission Factor - CO2","Emission Factor - CH4","Emission Factor - N2O","Emission Factor - Unit","CO2 Emissions","CH4 Emissions","N2O Emissions","Data source ID","Data source name"
"58a9822a-fae0-3831-9f8b-4ec1fb48a54f","I.1.1","Residential buildings",,"389184.849","t CO2e",,"0",,,,,"kg/m3","386998022","186872","1999955","06b23117-4890-4467-a740-b7099675413b","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"942f2e36-ab1f-3fbf-af9e-31d997f518c7","I.2.1","Commercial and institutional buildings and facilities",,"87487.765","t CO2e",,"0",,,,,"kg/m3","87196177","53088","238500","bfe11415-e453-4a46-b238-3836cfcb52a7","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"94bd54aa-01e7-3a2f-a1c1-a49121d8dcea","I.2.2","Commercial and institutional buildings and facilities",,"201968.254","t CO2e",,,,,,,"kg/TJ","201968254",,,"d187ac96-1b4e-4b44-91d1-a80f6570c9ef","Empresa de Pesquisa Energética"
"32db3fd4-66f9-3d29-8cdd-9de719d3cdb7","I.2.3","Commercial and institutional buildings and facilities",,"3185.039","t CO2e",,,,,,,"kg/TJ","3185039",,,"d7b00ee7-3432-49b0-8c17-c7dbb29722d6","Empresa de Pesquisa Energética"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"253.211","t CO2e",,"0",,,,,"kg/m3","251509","112","1590","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"4045.632","t CO2e",,"0",,,,,"kg/m3","4040115","2072","3445","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"58.705","t CO2e",,"0",,,,,"kg/m3","57882","28","795","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"14972.99","t CO2e",,"0",,,,,"kg/m3","14918957","18788","35245","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"5565.731","t CO2e",,"0",,,,,"kg/m3","5544545","3696","17490","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"11975.489","t CO2e",,"0",,,,,"kg/m3","11959535","6944","9010","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"448.624","t CO2e",,"0",,,,,"kg/m3","448023","336","265","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"63.838","t CO2e",,"0",,,,,"kg/m3","63810","28",,"7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"7752e771-bd0f-35ee-b016-c592c6d52338","I.3.1","Manufacturing industries and construction",,"56531.674","t CO2e",,"0",,,,,"kg/m3","56341351","62328","127995","7a9c2e70-54e8-4cd0-8065-05ba3263721d","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"59e74d03-a234-38a3-9d8f-a13e8b424167","I.3.2","Manufacturing industries and construction",,"55773.788","t CO2e",,,,,,,"kg/TJ","55773788",,,"5d120586-9eca-4ca9-8c5e-e7c2f04c129c","Empresa de Pesquisa Energética"
"3ebc2363-43e5-3c1c-8270-dd6e5d823388","I.3.3","Manufacturing industries and construction",,"879.552","t CO2e",,,,,,,"kg/TJ","879552",,,"9a8a6068-85eb-4cc5-9b14-2315e608b84e","Empresa de Pesquisa Energética"
"5b799042-8ab0-3056-9166-5c74db8756a4","I.4.1","Energy industries",,"457029.433","t CO2e",,"0",,,,,"kg/m3","454118735","881328","2029370","3e3aced9-4e5b-436a-a4c1-e8abed2c2ca6","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"N/A","I.4.2","Energy industries","RN",,"t CO2e",,,,,,,,,,,,
"N/A","I.4.3","Energy industries","RN",,"t CO2e",,,,,,,,,,,,
"06922c49-a18e-3b86-a947-2dc833aec949","I.4.4","Energy industries",,"2840301.477","t CO2e",,,,,,,,,,,"124a1f4b-13fd-439b-9175-a8c40cc36e79","International Energy Agency"
"c7025070-1f90-3034-b366-6ec4ac178666","I.5.1","Agriculture, forestry and fishing activities",,"1030.046","t CO2e",,"0",,,,,"kg/m3","1016501","560","12985","0352419c-103e-446c-9b68-5b87fc72b443","Sistema de Estimativa de Emissão de Gases do Efeito Estufa"
"25d0ad43-454f-34c2-ae83-03c095069891","I.5.2","Agriculture, forestry and fishing activities",,"607.534","t CO2e",,,,,,,"kg/TJ","607534",,,"b29e69d0-679a-4922-9745-8102c10bcbc0","Empresa de Pesquisa Energética"
"0f145a59-f3e3-3739-a970-9686e968e2b2","I.5.3","Agriculture, forestry and fishing activities",,"9.58","t CO2e",,,,,,,"kg/TJ","9580",,,"6b7695bf-b321-412b-b873-17c2b979c9cb","Empresa de Pesquisa Energética"
"N/A","I.6.1","Non-specified sources","RN",,"t CO2e",,,,,,,,,,,,
"N/A","I.6.2","Non-specified sources","RN",,"t CO2e",,,,,,,,,,,,
"N/A","I.6.3","Non-specified sources","RN",,"t CO2e",,,,,,,,,,,,
"N/A","I.7.1","Fugitive emissions from mining, processing, storage, and transportation of coal","RN",,"t CO2e",,,,,,,,,,,,
